1	Viêm_Phần_Phụ_Có	Nc	O	3	sub
1	Tuy_nhiên	C	O	7	dep
2	,	CH	O	7	punct
3	nguy_cơ	N	O	7	sub
4	vô_sinh	A	O	3	nmod
5	hiếm_muộn	A	O	4	amod
6	thường	R	O	7	adv
7	tăng	V	O	0	root
8	cao	A	O	7	vmod
9	khi	N	O	7	tmp
10	có	V	O	9	nmod
11	các	L	O	12	det
12	biến_chứng	N	O	10	dob
13	xảy	V	O	12	nmod
14	ra	V	O	13	adv
15	.	CH	O	7	punct
1	Nếu	C	O	3	dep
2	phụ_nữ	N	O	3	sub
3	mắc	V	O	0	root
4	viêm	N	O	3	dob
5	phần_phụ	N	O	4	nmod
6	nhẹ	A	O	4	nmod
7	và	Cc	O	3	coord
8	chữa	V	O	7	conj
9	khỏi	V	O	8	vmod
10	sớm	A	O	9	vmod
11	khả_năng	N	O	8	dob
12	có_thai	V	O	11	nmod
13	vẫn	R	O	15	amod
14	rất	R	O	15	amod
15	khả_quan	A	O	3	prd
16	.	CH	O	3	punct
1	Khi	N	O	12	tmp
2	mắc	V	O	1	nmod
3	căn_bệnh	N	O	2	dob
4	này	P	O	3	det
5	,	CH	O	7	punct
6	khả_năng	N	O	12	sub
7	mang	V	O	6	nmod
8	thai	N	O	7	vmod
9	của	E	O	6	nmod
10	phụ_nữ	N	O	9	pob
11	thường	R	O	12	amod
12	khó	A	O	0	root
13	hơn	R	O	12	amod
14	bình_thường	A	O	12	amod
15	chứ	C	O	12	dep
16	không	R	O	17	adv
17	phải	V	O	12	dep
18	sẽ	R	O	19	amod
19	vô_sinh	A	O	17	vmod
20	ngay	R	O	19	amod
21	.	CH	O	12	punct
1	Viêm	N	O	3	sub
2	phần_phụ	N	O	1	nmod
3	có	V	O	0	root
4	nên	C	O	3	coord
5	mang	V	O	4	conj
6	thai	N	O	5	dob
7	không	R	O	5	adv
8	?	CH	O	3	punct
1	Như_vậy	C	O	11	dep
2	,	CH	O	11	punct
3	câu	N	O	11	sub
4	trả_lời	V	O	3	nmod
5	viêm	N	O	4	dob
6	phần_phụ	N	O	5	nmod
7	có_thai	V	O	3	nmod
8	được	R	O	7	adv
9	không	R	O	11	adv
10	đã	R	O	11	adv
11	được	V	O	0	root
12	giải_đáp	V	O	11	vmod
13	rõ	A	O	12	vmod
14	.	CH	O	11	punct
1	Mặc_dù	C	O	17	dep
2	khó	A	O	17	sub
3	có_thai	A	O	2	amod
4	hơn	A	O	2	amod
5	bình_thường	A	O	2	amod
6	nhưng	C	O	2	amod
7	khả_năng	N	O	17	sub
8	mang	V	O	7	nmod
9	thai	N	O	8	vmod
10	ở	E	O	8	loc
11	phụ_nữ	N	O	10	pob
12	mắc	V	O	7	nmod
13	viêm	N	O	12	dob
14	phần_phụ	N	O	13	nmod
15	vẫn	R	O	17	adv
16	có_thể	R	O	17	adv
17	xảy	V	O	0	root
18	ra	R	O	17	adv
19	.	CH	O	17	punct
1	Tuy_nhiên	C	O	4	dep
2	các	L	O	3	det
3	bác_sĩ	N	O	4	sub
4	khuyên	V	O	0	root
5	rằng	C	O	9	dep
6	,	CH	O	9	punct
7	nếu	C	O	9	dep
8	đang	R	O	9	adv
9	mắc	V	O	4	vmod
10	bệnh	N	O	9	dob
11	viêm	N	O	10	nmod
12	phần_phụ	N	O	11	nmod
13	,	CH	O	9	punct
14	chị_em	N	O	16	sub
15	không	R	O	16	adv
16	nên	V	O	9	vmod
17	có	V	O	16	vmod
18	kế_hoạch	N	O	17	dob
19	mang	V	O	18	nmod
20	thai	N	O	19	vmod
21	luôn	R	O	19	adv
22	.	CH	O	4	punct
1	Bởi_vì	C	O	2	dep
2	mang	V	O	0	root
3	thai	N	O	2	dob
4	trong	E	O	2	loc
5	điều_kiện	N	O	4	pob
6	phần_phụ	N	O	5	nmod
7	đang	R	O	8	adv
8	viêm_nhiễm	V	O	2	vmod
9	sẽ	R	O	10	adv
10	ảnh_hưởng	V	O	8	vmod
11	tiêu_cực	A	O	10	vmod
12	cho	E	O	10	vmod
13	cả	P	O	14	nmod
14	mẹ	N	O	12	pob
15	bầu	V	O	14	nmod
16	và	Cc	O	15	coord
17	thai_nhi	V	O	16	conj
18	.	CH	O	2	punct
1	Đối_với	C	O	3	dep
2	mẹ	N	O	3	sub
3	bầu	V	O	0	root
4	,	CH	O	3	punct
5	viêm	V	O	3	vmod
6	phần_phụ	N	O	5	dob
7	sẽ	R	O	8	adv
8	gây	V	O	3	dep
9	đau_đớn	A	O	8	vmod
10	và	Cc	O	9	coord
11	khó_chịu	A	O	10	conj
12	trong	E	O	8	vmod
13	quá_trình	N	O	12	pob
14	mang	V	O	13	nmod
15	thai	N	O	14	vmod
16	.	CH	O	3	punct
1	Bệnh_lý	N	O	4	sub
2	này	P	O	1	det
3	cũng	R	O	4	adv
4	làm	V	O	0	root
5	tăng	V	O	4	vmod
6	nguy_cơ	N	O	5	dob
7	thai	N	O	6	nmod
8	đậu	V	O	6	nmod
9	ngoài	E	O	8	loc
10	tử_cung	N	O	9	pob
11	do	E	O	8	prp
12	ống	N	O	15	sub
13	dẫn	V	O	12	nmod
14	trứng	N	O	13	dob
15	sưng	V	O	11	dep
16	nề	V	O	15	vmod
17	,	CH	O	15	punct
18	chít	V	O	15	vmod
19	tắc	V	O	18	vmod
20	.	CH	O	4	punct
1	Thai	V	O	0	root
2	ngoài	E	O	1	loc
3	tử_cung	N	O	2	pob
4	sẽ	R	O	5	adv
5	gây	V	O	1	vmod
6	đau	V	O	5	vmod
7	nặng_nề	A	O	6	vmod
8	.	CH	O	1	punct
1	Khi	N	O	13	tmp
2	thai	N	O	3	sub
3	lớn	A	O	1	nmod
4	lên	R	O	3	amod
5	,	CH	O	1	punct
6	mẹ	N	O	7	sub
7	bầu	V	O	1	nmod
8	có	V	O	7	vmod
9	nguy_cơ	N	O	8	dob
10	tử_vong	V	O	9	nmod
11	nếu	C	O	13	dep
12	không	R	O	13	adv
13	phát_hiện	V	O	0	root
14	và	Cc	O	13	coord
15	xử_lý	V	O	14	conj
16	sớm	A	O	15	vmod
17	.	CH	O	13	punct
1	Trong	E	O	5	tmp
2	trường_hợp	N	O	1	pob
3	thai	N	O	2	nmod
4	đã	R	O	5	adv
5	di_chuyển	V	O	0	root
6	được	R	O	5	adv
7	vào	E	O	5	loc
8	tử_cung	N	O	7	pob
9	,	CH	O	5	punct
10	viêm	N	O	13	sub
11	phần_phụ	N	O	10	nmod
12	vẫn	R	O	13	adv
13	là	V	O	5	dep
14	gánh	N	O	13	vmod
15	nặng	A	O	14	nmod
16	lớn	A	O	14	nmod
17	đối_với	E	O	14	nmod
18	mẹ	N	O	17	pob
19	bầu	N	O	18	nmod
20	.	CH	O	5	punct
1	Bởi_vì	C	O	13	dep
2	khi	N	O	13	tmp
3	mang	V	O	2	nmod
4	thai	N	O	3	vmod
5	việc	N	O	4	nmod
6	điều_trị	V	O	5	nmod
7	viêm	N	O	6	dob
8	phần_phụ	N	O	7	nmod
9	bằng	E	O	6	mnr
10	kháng_sinh	N	O	9	pob
11	sẽ	R	O	13	adv
12	rất	R	O	13	adv
13	hạn_chế	V	O	0	root
14	.	CH	O	13	punct
1	Do_đó	C	O	3	dep
2	viêm_nhiễm	N	O	3	sub
3	dễ	A	O	0	root
4	lan	V	O	3	vmod
5	rộng	A	O	4	vmod
6	và	Cc	O	3	coord
7	biến_chứng	N	O	6	conj
8	tại	E	O	3	loc
9	vùng	N	O	8	pob
10	chậu	A	O	9	nmod
11	hoặc	Cc	O	8	dep
12	lan	V	O	11	conj
13	sang	V	O	12	vmod
14	các	L	O	15	det
15	cơ_quan	N	O	13	pob
16	khác	A	O	15	nmod
17	.	CH	O	3	punct
1	Đối_với	E	O	7	mnr
2	thai_nhi	N	O	1	pob
3	,	CH	O	7	punct
4	viêm	N	O	7	sub
5	phần_phụ	N	O	4	nmod
6	sẽ	R	O	7	adv
7	khiến	V	O	0	root
8	thai_nhi	N	O	7	dob
9	chậm	A	O	8	nmod
10	phát_triển	V	O	9	vmod
11	,	CH	O	7	punct
12	dễ	A	O	7	prd
13	nhẹ	A	O	12	amod
14	cân	N	O	12	amod
15	,	CH	O	14	punct
16	còi_xương	N	O	14	nmod
17	,	CH	O	14	punct
18	suy_dinh_dưỡng	N	O	14	nmod
19	trong	E	O	14	loc
20	bụng	N	O	19	pob
21	mẹ	N	O	20	nmod
22	.	CH	O	7	punct
1	Viêm_nhiễm	V	O	0	root
2	tại	E	O	1	loc
3	phần_phụ	N	O	2	pob
4	cũng	R	O	6	adv
5	có_thể	R	O	6	adv
6	gây	V	O	1	vmod
7	viêm	V	O	6	vmod
8	màng_ối	N	O	7	dob
9	,	CH	O	6	punct
10	làm	V	O	6	vmod
11	tăng	V	O	10	vmod
12	nguy_cơ	N	O	11	dob
13	lưu	V	O	12	nmod
14	thai	N	O	13	vmod
15	,	CH	O	6	punct
16	sảy	V	O	6	vmod
17	thai	N	O	16	dob
18	,	CH	O	6	punct
19	sinh	V	O	6	vmod
20	non	A	O	19	vmod
21	.	CH	O	1	punct
1	Nếu	C	O	2	dep
2	trẻ	A	O	4	sub
3	được	R	O	4	adv
4	sinh	V	O	0	root
5	ra	V	O	4	adv
6	theo	V	O	4	vmod
7	đường	N	O	6	pob
8	âm_đạo	A	O	7	nmod
9	,	CH	O	4	punct
10	trẻ	A	O	4	dep
11	dễ	A	O	10	amod
12	nhiễm	V	O	11	vmod
13	mầm	N	O	12	dob
14	bệnh	N	O	13	nmod
15	do	E	O	12	prp
16	tiếp_xúc	V	O	15	vmod
17	với	E	O	16	vmod
18	dịch_âm	N	O	17	pob
19	đạo	N	O	18	nmod
20	.	CH	O	4	punct
1	Do_vậy	C	O	8	dep
2	phụ_nữ	N	O	8	sub
3	khi	N	O	7	tmp
4	mắc	V	O	3	nmod
5	viêm	N	O	4	dob
6	phần_phụ	N	O	5	nmod
7	không	R	O	8	adv
8	nên	V	O	0	root
9	mang	V	O	8	vmod
10	thai	N	O	9	dob
11	.	CH	O	8	punct
1	Chị_em	N	O	3	sub
2	nên	C	O	3	dep
3	điều_trị	V	O	0	root
4	bệnh	N	O	3	dob
5	triệt_để	A	O	4	nmod
6	,	CH	O	3	punct
7	nâng	V	O	3	vmod
8	cao	A	O	7	vmod
9	sức_khoẻ	N	O	7	dob
10	các	L	O	11	det
11	cơ_quan	N	O	9	nmod
12	sinh_sản	V	O	11	nmod
13	trước	E	O	7	tmp
14	khi	N	O	13	pob
15	có_thai	V	O	14	nmod
16	để	E	O	7	prp
17	đảm_bảo	V	O	16	vmod
18	điều_kiện	N	O	17	dob
19	phát_triển	V	O	18	nmod
20	tốt	A	O	18	nmod
21	nhất	R	O	20	amod
22	cho	E	O	17	iob
23	thai_nhi	N	O	22	pob
24	.	CH	O	3	punct
1	Gợi_ý	V	O	0	root
2	các	L	O	3	det
3	biện_pháp	N	O	1	dob
4	điều_trị	V	O	3	nmod
5	viêm	N	O	4	dob
6	phần_phụ	N	O	5	nmod
7	Theo	V	O	3	nmod
8	các	L	O	9	det
9	chuyên_gia	N	O	7	vmod
10	sản_phụ	N	O	9	nmod
11	khoa	N	O	10	nmod
12	,	CH	O	1	punct
13	người_bệnh	N	O	16	sub
14	hoàn_toàn	A	O	16	vmod
15	có_thể	R	O	16	adv
16	thoát	V	O	1	vmod
17	khỏi	V	O	16	vmod
18	viêm	N	O	16	dob
19	phần_phụ	N	O	18	nmod
20	và	Cc	O	16	coord
21	không	R	O	22	adv
22	cần	V	O	20	conj
23	lo_lắng	V	O	22	vmod
24	“	Nc	O	22	dob
25	Viêm	Np	O	24	nmod
26	phần_phụ	N	O	24	nmod
27	có_thai	V	O	24	nmod
28	được	R	O	27	adv
29	không	R	O	30	amod
30	”	A	O	27	vmod
31	nếu	C	O	30	amod
32	điều_trị	V	O	27	prp
33	bệnh	N	O	32	dob
34	sớm	A	O	33	nmod
35	.	CH	O	1	punct
1	Khi	N	O	4	tmp
2	bệnh	N	O	4	sub
3	còn	R	O	4	amod
4	nhẹ	A	O	0	root
5	,	CH	O	4	punct
6	chị_em	N	O	8	sub
7	có_thể	R	O	8	adv
8	điều_trị	V	O	4	dep
9	bằng	E	O	8	mnr
10	thuốc	N	O	9	pob
11	.	CH	O	4	punct
1	Những	L	O	2	det
2	trường_hợp	N	O	0	root
3	nguy_hiểm	A	O	2	nmod
4	,	CH	O	2	punct
5	kèm	V	O	2	nmod
6	theo	V	O	5	vmod
7	biến_chứng	N	O	6	pob
8	,	CH	O	2	punct
9	các	L	O	10	det
10	bác_sĩ	N	O	12	sub
11	sẽ	R	O	12	adv
12	chỉ_định	V	O	2	nmod
13	phẫu_thuật	V	O	12	vmod
14	ngoại_khoa	N	O	13	dob
15	.	CH	O	2	punct
1	Chữa	V	O	0	root
2	viêm	N	O	1	dob
3	phần_phụ	N	O	2	nmod
4	bằng	E	O	1	mnr
5	thuốc_Tây_Phương	N	O	4	pob
6	pháp	N	O	5	nmod
7	này	P	O	5	det
8	được	V	O	1	vmod
9	áp_dụng	V	O	8	vmod
10	cho	E	O	9	vmod
11	những	L	O	12	det
12	trường_hợp	N	O	10	pob
13	viêm	V	O	12	nmod
14	nhẹ	A	O	13	vmod
15	hoặc	Cc	O	14	coord
16	trung_bình	A	O	15	conj
17	.	CH	O	1	punct
1	Loại	N	O	4	sub
2	thuốc	N	O	1	nmod
3	thường	R	O	4	adv
4	được	V	O	0	root
5	chỉ_định	V	O	4	vmod
6	là	V	O	5	vmod
7	kháng_sinh	N	O	6	vmod
8	ở	E	O	7	loc
9	dạng	N	O	8	pob
10	uống	V	O	9	nmod
11	hoặc	Cc	O	10	coord
12	đặt	V	O	11	conj
13	.	CH	O	4	punct
1	Thuốc	N	O	2	sub
2	có	V	O	0	root
3	tác_dụng	N	O	2	dob
4	tiêu_diệt	V	O	3	nmod
5	vi_khuẩn	N	O	4	dob
6	,	CH	O	5	punct
7	trùng_roi	N	O	5	nmod
8	,	CH	O	5	punct
9	nấm	N	O	5	nmod
10	và	Cc	O	5	coord
11	các	L	O	12	det
12	tác_nhân	N	O	10	conj
13	gây	V	O	12	nmod
14	bệnh	N	O	13	dob
15	,	CH	O	2	punct
16	tiêu	V	O	2	vmod
17	viêm	N	O	16	dob
18	và	Cc	O	17	coord
19	ngăn_ngừa	N	O	18	conj
20	biến_chứng	N	O	19	nmod
21	.	CH	O	2	punct
1	Bên	N	O	8	adv
2	cạnh	N	O	1	nmod
3	thuốc	N	O	2	nmod
4	kháng_sinh	N	O	3	nmod
5	,	CH	O	8	punct
6	bác_sĩ	N	O	8	sub
7	có_thể	R	O	8	adv
8	chỉ_định	V	O	0	root
9	thêm	V	O	8	vmod
10	thuốc	N	O	8	dob
11	kháng_viêm	V	O	10	nmod
12	,	CH	O	8	punct
13	thuốc	N	O	10	nmod
14	giảm	V	O	13	nmod
15	đau	V	O	14	vmod
16	,	CH	O	8	punct
17	thuốc	N	O	13	nmod
18	điều_hoà	V	O	17	nmod
19	nội_tiết	N	O	18	dob
20	…	CH	O	8	punct
1	Người_bệnh	N	O	3	sub
2	nên	C	O	3	dep
3	sử_dụng	V	O	0	root
4	thuốc	N	O	3	dob
5	theo	V	O	4	nmod
6	phác_đồ	N	O	5	dob
7	từ	E	O	3	tmp
8	bác_sĩ	N	O	7	pob
9	chuyên_khoa	N	O	8	nmod
10	.	CH	O	3	punct
1	Bởi_vì	E	O	0	root
2	đa_phần	N	O	5	sub
3	thuốc_tây	N	O	2	nmod
4	thường	R	O	5	adv
5	có	V	O	1	dep
6	các	L	O	7	det
7	tác_dụng	N	O	5	dob
8	phụ	A	O	7	nmod
9	và	Cc	O	8	coord
10	dễ	A	O	9	conj
11	tương_tác	V	O	10	vmod
12	với	E	O	11	vmod
13	các	L	O	14	det
14	loại	Nc	O	12	pob
15	thuốc	N	O	14	nmod
16	khác	A	O	14	nmod
17	.	CH	O	13	punct
1	Chữa	V	O	0	root
2	viêm	N	O	1	dob
3	phần_phụ	N	O	2	nmod
4	bằng	E	O	1	mnr
5	Đông_y	Np	O	4	pob
6	Đây	P	O	7	sub
7	là	C	O	1	coord
8	phương_pháp	N	O	6	nmod
9	kết_hợp	V	O	8	nmod
10	các	L	O	11	det
11	loại	N	O	9	dob
12	thảo_dược	N	O	11	nmod
13	theo	V	O	8	nmod
14	nguyên_tắc	N	O	13	dob
15	điều_trị	V	O	14	nmod
16	nhất_định	R	O	15	adv
17	.	CH	O	1	punct
1	Thuốc	N	O	3	sub
2	Đông_y	Np	O	1	nmod
3	đi	V	O	0	root
4	vào	E	O	3	loc
5	tạng_phủ	N	O	4	pob
6	,	CH	O	3	punct
7	loại_bỏ	V	O	3	vmod
8	các	L	O	9	det
9	độc_tố	N	O	7	dob
10	,	CH	O	3	punct
11	bất_ổn	A	O	3	prd
12	bên	N	O	11	amod
13	trong	A	O	12	nmod
14	,	CH	O	3	punct
15	tăng_cường	V	O	3	vmod
16	chính_khí	N	O	15	dob
17	,	CH	O	3	punct
18	vệ	N	O	23	sub
19	khí	N	O	18	nmod
20	,	CH	O	3	punct
21	từ	E	O	3	tmp
22	đó	P	O	21	pob
23	tăng_cường	V	O	3	vmod
24	sức_khoẻ	N	O	23	dob
25	tổng_thể	N	O	24	nmod
26	,	CH	O	3	punct
27	loại_trừ	V	O	3	vmod
28	tác_nhân	N	O	27	dob
29	gây	V	O	28	nmod
30	hại	V	O	29	vmod
31	.	CH	O	3	punct
1	Bên	N	O	8	adv
2	cạnh	N	O	1	nmod
3	đó	P	O	1	det
4	,	CH	O	8	punct
5	thuốc	N	O	8	sub
6	Đông_y	Np	O	5	nmod
7	cũng	R	O	8	adv
8	loại_trừ	V	O	0	root
9	viêm_nhiễm	N	O	8	dob
10	,	CH	O	8	punct
11	giúp	V	O	8	vmod
12	loại_trừ	V	O	11	vmod
13	tác_nhân	N	O	12	dob
14	gây	V	O	13	nmod
15	viêm	V	O	14	vmod
16	,	CH	O	8	punct
17	giảm	V	O	8	vmod
18	sưng	V	O	17	vmod
19	nề	V	O	18	vmod
20	cho	E	O	17	iob
21	các	L	O	22	det
22	bộ_phận	N	O	20	pob
23	bị	V	O	22	nmod
24	viêm	N	O	23	dob
25	.	CH	O	8	punct
1	Một_số	L	O	2	det
2	bài_thuốc	N	O	3	sub
3	được	V	O	0	root
4	sử_dụng	V	O	3	vmod
5	có_thể	R	O	6	adv
6	kể	V	O	3	vmod
7	đến	T	O	10	nmod
8	là	C	O	3	coord
9	:	CH	O	3	punct
10	Bài	N	O	6	dob
11	1	M	O	10	det
12	:	CH	O	10	punct
13	Sơn	Np	B-PER	14	sub
14	chi_tử	V	O	10	nmod
15	,	CH	O	10	punct
16	lộc	V	O	10	nmod
17	cửu	N	O	16	dob
18	,	CH	O	10	punct
19	song	C	O	3	coord
20	hoa	N	O	19	conj
21	,	CH	O	20	punct
22	liên_kiều	N	O	20	nmod
23	,	CH	O	20	punct
24	ý_dĩ	N	O	20	nmod
25	thứ	N	O	24	nmod
26	12	M	O	27	det
27	g	Nu	O	24	nmod
28	;	CH	O	10	punct
29	diên	N	O	10	nmod
30	hồ	N	O	29	nmod
31	sách	N	O	30	nmod
32	và	Cc	O	10	coord
33	xoan	N	O	32	conj
34	quả	N	O	33	nmod
35	to	A	O	33	nmod
36	mỗi	L	O	37	det
37	loại	N	O	10	nmod
38	10g	N	O	37	nmod
39	.	CH	O	3	punct
1	Sắc	N	O	7	sub
2	mỗi	M	O	3	det
3	ngày	N	O	1	tmp
4	1	M	O	5	det
5	thang	N	O	3	nmod
6	,	CH	O	1	punct
7	kiên_trì	V	O	0	root
8	sử_dụng	V	O	7	vmod
9	10	M	O	12	det
10	–	CH	O	7	punct
