1	Viêm_Cổ_Tử_Cung	Np	B-PER	2	sub
14	cổ	N	O	13	pob
15	tử_cung	N	O	14	nmod
16	.	CH	O	4	punct
1	Do_vậy	C	O	9	dep
2	phụ_nữ	N	O	9	sub
3	quan_hệ	N	O	2	nmod
4	trong	E	O	2	nmod
5	thời_gian	N	O	4	pob
6	mắc	V	O	5	nmod
7	bệnh	N	O	6	vmod
8	thường	R	O	9	adv
9	bị	V	O	0	root
10	viêm	V	O	9	vmod
11	nặng_nề	A	O	10	vmod
12	hơn	A	O	11	amod
13	.	CH	O	9	punct
1	Quan_hệ	N	O	3	sub
2	tình_dục	N	O	1	nmod
3	làm	V	O	0	root
4	tăng	V	O	3	vmod
5	ma_sát	N	O	4	dob
6	và	Cc	O	5	coord
7	lực	N	O	6	conj
8	đối_với	E	O	4	vmod
9	âm_đạo	N	O	8	pob
10	và	Cc	O	9	coord
11	cổ	N	O	10	conj
12	tử_cung	N	O	11	nmod
13	.	CH	O	3	punct
1	Khi	N	O	3	tmp
2	đó	P	O	1	det
3	viêm_nhiễm	V	O	0	root
4	có_thể	R	O	5	adv
5	bị	V	O	3	vmod
6	loét	V	O	5	vmod
7	,	CH	O	5	punct
8	rỉ	V	O	5	vmod
9	máu	N	O	8	dob
10	,	CH	O	5	punct
11	gây	V	O	5	vmod
12	xuất_huyết	V	O	11	vmod
13	âm_đạo	N	O	11	dob
14	.	CH	O	3	punct
1	Quan_hệ	N	O	4	sub
2	tình_dục	N	O	1	nmod
3	cũng	R	O	4	adv
4	khiến	V	O	0	root
5	vi_khuẩn	N	O	4	dob
6	và	Cc	O	5	coord
7	tạp	N	O	6	conj
8	trùng	V	O	5	nmod
9	có	V	O	8	vmod
10	điều_kiện	N	O	9	dob
11	đi_sâu	V	O	10	nmod
12	hơn	A	O	11	vmod
13	vào	E	O	11	vmod
14	cổ	N	O	13	pob
15	tử_cung	N	O	14	nmod
16	.	CH	O	4	punct
1	Do_vậy	C	O	9	dep
2	phụ_nữ	N	O	9	sub
3	quan_hệ	N	O	2	nmod
4	trong	E	O	2	nmod
5	thời_gian	N	O	4	pob
6	mắc	V	O	5	nmod
7	bệnh	N	O	6	vmod
8	thường	R	O	9	adv
9	bị	V	O	0	root
10	viêm	V	O	9	vmod
11	nặng_nề	A	O	10	vmod
12	hơn	A	O	11	amod
13	.	CH	O	9	punct
1	Tăng	V	O	0	root
2	nguy_cơ	N	O	1	dob
3	ung_thư	N	O	2	nmod
4	:	CH	O	2	punct
5	Quan_hệ	N	O	2	nmod
6	tình_dục	N	O	5	nmod
7	khiến	V	O	1	vmod
8	vi_khuẩn	N	O	7	dob
9	có	V	O	7	iob
10	hại	V	O	9	vmod
11	dễ_dàng	A	O	10	vmod
12	thâm_nhập	V	O	9	vmod
13	sâu	A	O	12	vmod
14	vào	E	O	12	loc
15	cổ	N	O	14	pob
16	tử_cung	N	O	15	nmod
17	.	CH	O	1	punct
1	Khi	N	O	6	tmp
2	đó	P	O	1	det
3	,	CH	O	6	punct
4	cổ	N	O	6	sub
5	tử_cung	N	O	4	nmod
6	dễ	A	O	0	root
7	bị	V	O	6	vmod
8	hoại_tử	V	O	7	vmod
9	,	CH	O	6	punct
10	làm	V	O	6	vmod
11	tăng	V	O	10	vmod
12	nguy_cơ	N	O	11	dob
13	ung_thư	N	O	12	nmod
14	.	CH	O	6	punct
1	Quan_hệ	N	O	3	sub
2	tình_dục	N	O	1	nmod
3	khiến	V	O	0	root
4	vi_khuẩn	N	O	3	dob
5	có	V	O	4	nmod
6	hại	V	O	5	vmod
7	dễ_dàng	A	O	6	vmod
8	thâm_nhập	V	O	3	vmod
9	sâu	A	O	8	vmod
10	vào	E	O	8	loc
11	cổ	N	O	10	pob
12	tử_cung	N	O	11	nmod
13	.	CH	O	3	punct
1	Khi	N	O	6	tmp
2	đó	P	O	1	det
3	,	CH	O	6	punct
4	cổ	N	O	6	sub
5	tử_cung	N	O	4	nmod
6	dễ	A	O	0	root
7	bị	V	O	6	vmod
8	hoại_tử	V	O	7	vmod
9	,	CH	O	6	punct
10	làm	V	O	6	vmod
11	tăng	V	O	10	vmod
12	nguy_cơ	N	O	11	dob
13	ung_thư	N	O	12	nmod
14	.	CH	O	6	punct
1	Lây_nhiễm	V	O	0	root
2	cho	E	O	1	vmod
3	bạn	N	O	2	pob
4	tình	N	O	3	nmod
5	:	CH	O	1	punct
6	Tác_nhân	N	O	8	sub
7	trực_tiếp	A	O	8	vmod
8	gây	V	O	1	vmod
9	viêm	N	O	8	dob
10	cổ	N	O	9	nmod
11	tử_cung	N	O	9	nmod
12	thường	R	O	8	adv
13	là	C	O	9	coord
14	nấm	N	O	9	nmod
15	,	CH	O	14	punct
16	vi_khuẩn	N	O	14	nmod
17	,	CH	O	14	punct
18	chlamydia	N	O	14	nmod
19	,	CH	O	14	punct
20	trichomonas	N	O	14	nmod
21	…	CH	O	1	punct
1	Những	L	O	2	det
2	tác_nhân	N	O	5	sub
3	này	P	O	2	det
4	dễ	A	O	5	vmod
5	lây_nhiễm	V	O	0	root
6	cho	E	O	5	vmod
7	bạn	N	O	6	pob
8	tình	N	O	7	nmod
9	thông_qua	V	O	5	mnr
10	đường	N	O	9	dob
11	tình_dục	N	O	10	nmod
12	.	CH	O	5	punct
1	Chính	T	O	6	dep
2	vì_vậy	C	O	6	dep
3	,	CH	O	6	punct
4	các	L	O	5	det
5	bác_sĩ	N	O	6	sub
6	khuyên	V	O	0	root
7	rằng	C	O	10	dep
8	,	CH	O	10	punct
9	phụ_nữ	N	O	10	sub
10	mắc	V	O	6	vmod
11	viêm	N	O	10	dob
12	cổ	N	O	11	nmod
13	tử_cung	N	O	11	nmod
14	cần	V	O	11	nmod
15	điều_trị	V	O	14	vmod
16	dứt_điểm	V	O	15	vmod
17	căn_bệnh	N	O	16	dob
18	này	P	O	17	det
19	sau	E	O	16	tmp
20	đó	P	O	19	pob
21	mới	R	O	22	adv
22	nên	C	O	10	coord
23	quan_hệ	V	O	22	conj
24	lại	R	O	23	adv
25	.	CH	O	6	punct
1	Việc	N	O	8	sub
2	quan_hệ	N	O	1	nmod
3	trong	E	O	1	nmod
4	thời_gian	N	O	3	pob
5	mắc	V	O	4	nmod
6	bệnh	N	O	5	dob
7	vừa	R	O	8	adv
8	gây	V	O	0	root
9	đau_đớn	A	O	8	vmod
10	,	CH	O	8	punct
11	mất	V	O	8	vmod
12	khoái_cảm	N	O	11	dob
13	,	CH	O	8	punct
14	vừa	R	O	15	adv
15	khiến	V	O	8	vmod
16	bệnh_tình	N	O	15	dob
17	trầm_trọng	A	O	16	nmod
18	hơn	A	O	17	amod
19	và	Cc	O	15	coord
20	gia_tăng	V	O	19	conj
21	biến_chứng	N	O	20	dob
22	nguy_hiểm	A	O	21	nmod
23	.	CH	O	8	punct
1	Nên	C	O	2	dep
2	làm	V	O	0	root
3	gì	P	O	2	dob
4	khi	N	O	2	tmp
5	bị	V	O	4	nmod
6	viêm	N	O	5	dob
7	cổ	N	O	6	nmod
8	tử_cung	N	O	6	nmod
9	?	CH	O	2	punct
1	Khi	N	O	0	root
2	mắc	V	O	1	nmod
3	viêm	N	O	2	dob
4	cổ	N	O	3	nmod
5	tử_cung	N	O	3	nmod
6	,	CH	O	3	punct
7	chị_em	N	O	3	nmod
8	nên	C	O	7	dep
9	sớm	A	O	10	vmod
10	đi	V	O	8	conj
11	khám	V	O	10	vmod
12	để	E	O	10	prp
13	được	V	O	12	vmod
14	bác_sĩ	N	O	15	sub
15	kiểm_tra	V	O	13	vmod
16	bệnh_tình	N	O	15	dob
17	và	Cc	O	15	coord
18	điều_trị	V	O	17	conj
19	sớm	A	O	18	vmod
20	.	CH	O	15	punct
1	Tuỳ	V	O	0	root
2	vào	E	O	1	vmod
3	tình_trạng	N	O	2	pob
4	viêm_nhiễm	V	O	3	nmod
5	người_bệnh	N	O	4	vmod
6	có_thể	R	O	7	adv
7	áp_dụng	V	O	1	vmod
8	các	L	O	9	det
9	biện_pháp	N	O	7	dob
10	phù_hợp	V	O	9	nmod
11	.	CH	O	1	punct
1	Điều_trị	V	O	0	root
2	viêm	N	O	1	dob
3	cổ	N	O	2	nmod
4	tử_cung	N	O	2	nmod
5	nhẹ	A	O	2	nmod
6	Đối_với	E	O	2	nmod
7	trường_hợp	N	O	6	pob
8	này	P	O	7	det
9	,	CH	O	12	punct
10	người_bệnh	N	O	12	sub
11	có_thể	R	O	12	adv
12	được	V	O	1	vmod
13	chỉ_định	V	O	12	vmod
14	sử_dụng	V	O	13	vmod
15	các	L	O	16	det
16	loại	N	O	14	dob
17	thuốc_tây	N	O	16	nmod
18	y	N	O	16	nmod
19	,	CH	O	16	punct
20	đông_y	N	O	16	nmod
21	kết_hợp	V	O	16	nmod
22	với	E	O	21	vmod
23	các	L	O	24	det
24	mẹo	N	O	22	pob
25	dân_gian	N	O	24	nmod
26	tại	E	O	24	loc
27	nhà	N	O	26	pob
28	:	CH	O	12	punct
29	Điều_trị	V	O	12	vmod
30	bằng	E	O	29	mnr
31	tây_y	N	O	30	pob
32	:	CH	O	29	punct
33	Người_bệnh	N	O	35	sub
34	có_thể	R	O	35	adv
35	dùng	V	O	29	vmod
36	thuốc	N	O	35	dob
37	kháng_sinh	N	O	36	nmod
38	đường	N	O	37	nmod
39	uống	V	O	35	prp
40	kết_hợp	V	O	39	vmod
41	với	E	O	40	vmod
42	thuốc	N	O	41	pob
43	đặt	V	O	42	nmod
44	âm_đạo	N	O	43	dob
45	hoặc	Cc	O	35	coord
46	thuốc	N	O	45	conj
47	rửa	V	O	46	nmod
48	theo	V	O	47	vmod
49	phác_đồ	N	O	48	pob
50	của	E	O	49	nmod
51	bác_sĩ	N	O	50	pob
52	.	CH	O	1	punct
1	Các	L	O	2	det
2	loại	N	O	6	sub
3	thuốc	N	O	2	nmod
4	này	P	O	2	det
5	sẽ	R	O	6	adv
6	giúp	V	O	0	root
7	diệt	V	O	6	vmod
8	khuẩn	N	O	7	dob
9	,	CH	O	6	punct
10	diệt	V	O	6	vmod
11	nấm	N	O	10	dob
12	,	CH	O	6	punct
13	kháng_viêm	V	O	6	vmod
14	hiệu_quả	N	O	13	dob
15	.	CH	O	6	punct
1	:	CH	O	4	punct
2	Người_bệnh	N	O	4	sub
3	có_thể	R	O	4	adv
4	dùng	V	O	0	root
5	thuốc	N	O	4	dob
6	kháng_sinh	N	O	5	nmod
7	đường	N	O	6	nmod
8	uống	V	O	4	vmod
9	kết_hợp	V	O	8	vmod
10	với	E	O	9	vmod
11	thuốc	N	O	10	pob
12	đặt	V	O	11	nmod
13	âm_đạo	N	O	12	dob
14	hoặc	Cc	O	4	coord
15	thuốc	N	O	14	conj
16	rửa	V	O	4	vmod
17	theo	V	O	16	vmod
18	phác_đồ	N	O	17	pob
19	của	E	O	18	nmod
20	bác_sĩ	N	O	19	pob
21	.	CH	O	4	punct
1	Các	L	O	2	det
2	loại	N	O	6	sub
3	thuốc	N	O	2	nmod
4	này	P	O	2	det
5	sẽ	R	O	6	adv
6	giúp	V	O	0	root
7	diệt	V	O	6	vmod
8	khuẩn	N	O	7	dob
9	,	CH	O	6	punct
10	diệt	V	O	6	vmod
11	nấm	N	O	10	dob
12	,	CH	O	6	punct
13	kháng_viêm	V	O	6	vmod
14	hiệu_quả	N	O	13	dob
15	.	CH	O	6	punct
1	Điều_trị	V	O	0	root
2	bằng	E	O	1	mnr
3	Đông_y	Np	O	2	pob
4	:	CH	O	1	punct
5	Người_bệnh	N	O	7	sub
6	có_thể	R	O	7	adv
7	được	V	O	1	vmod
8	kê	V	O	7	vmod
9	các	L	O	10	det
10	bài_thuốc	N	O	8	dob
11	để	E	O	8	prp
12	điều_chỉnh	V	O	11	vmod
13	sự	N	O	12	dob
14	bất_ổn	A	O	13	nmod
15	tại	E	O	12	loc
16	các	L	O	17	det
17	tạng	N	O	15	pob
18	bên	N	O	17	nmod
19	trọng	A	O	17	nmod
20	như	C	O	17	nmod
21	Can	Np	O	17	nmod
22	,	CH	O	21	punct
23	thận	N	O	21	nmod
24	,	CH	O	21	punct
25	tỳ	N	O	21	nmod
26	kèm	V	O	7	vmod
27	theo	V	O	26	adv
28	bồi_bổ	V	O	26	vmod
29	khí_huyết	N	O	28	dob
30	.	CH	O	1	punct
1	Bên	N	O	7	adv
2	cạnh	N	O	1	nmod
3	đó	P	O	1	det
4	,	CH	O	7	punct
5	thầy_thuốc	N	O	7	sub
6	có_thể	R	O	7	adv
7	kê	V	O	0	root
8	các	L	O	9	det
9	loại	Nc	O	7	dob
10	thuốc	N	O	9	nmod
11	ngâm	V	O	9	nmod
12	rửa	V	O	11	vmod
13	,	CH	O	9	punct
14	viên	Nc	O	9	nmod
15	đặt	V	O	9	nmod
16	âm_đạo	N	O	15	dob
17	đông_y	N	O	16	nmod
18	để	E	O	15	prp
19	loại_trừ	V	O	18	vmod
20	bệnh	N	O	19	dob
21	tại_chỗ	A	O	20	nmod
22	.	CH	O	7	punct
1	Một_số	L	O	2	det
2	bài_thuốc	N	O	4	sub
3	thường	R	O	4	adv
4	được	V	O	0	root
5	chỉ_định	V	O	4	vmod
6	hiện_nay	N	O	5	tmp
7	là	V	O	4	vmod
8	thuốc	N	O	7	vmod
9	Phụ_Khang_Tán	Np	O	8	nmod
10	,	CH	O	4	punct
11	Bài_thuốc	Np	O	8	nmod
12	từ	E	O	8	loc
13	Ích_mẫu	Np	O	12	pob
14	,	CH	O	4	punct
15	Trinh_nữ	N	O	11	nmod
16	hoàng_cung	N	O	15	nmod
17	,	CH	O	4	punct
18	Hoàng_Bá	Np	B-PER	15	nmod
19	…	CH	O	4	punct
1	Người_bệnh	N	O	3	sub
2	có_thể	R	O	3	adv
3	được	V	O	0	root
4	kê	V	O	3	vmod
5	các	L	O	6	det
6	bài_thuốc	N	O	4	dob
7	để	E	O	4	prp
8	điều_chỉnh	V	O	7	vmod
9	sự	N	O	8	dob
10	bất_ổn	A	O	9	nmod
11	tại	E	O	8	loc
12	các	L	O	13	det
13	tạng	N	O	11	pob
14	bên	N	O	13	nmod
15	trọng	A	O	13	nmod
16	như	C	O	13	nmod
17	Can	Np	O	13	nmod
18	,	CH	O	17	punct
19	thận	N	O	17	nmod
20	,	CH	O	17	punct
21	tỳ	N	O	17	nmod
22	kèm	V	O	3	vmod
23	theo	V	O	22	adv
24	bồi_bổ	V	O	22	vmod
25	khí_huyết	N	O	24	dob
26	.	CH	O	3	punct
1	Bên	N	O	7	adv
2	cạnh	N	O	1	nmod
3	đó	P	O	1	det
4	,	CH	O	7	punct
5	thầy_thuốc	N	O	7	sub
6	có_thể	R	O	7	adv
7	kê	V	O	0	root
8	các	L	O	9	det
9	loại	Nc	O	7	dob
10	thuốc	N	O	9	nmod
11	ngâm	V	O	9	nmod
12	rửa	V	O	11	vmod
13	,	CH	O	9	punct
14	viên	Nc	O	9	nmod
15	đặt	V	O	9	nmod
16	âm_đạo	N	O	15	dob
17	đông_y	N	O	16	nmod
18	để	E	O	15	prp
19	loại_trừ	V	O	18	vmod
20	bệnh	N	O	19	dob
21	tại_chỗ	A	O	20	nmod
22	.	CH	O	7	punct
1	Một_số	L	O	2	det
2	bài_thuốc	N	O	4	sub
3	thường	R	O	4	adv
4	được	V	O	0	root
5	chỉ_định	V	O	4	vmod
6	hiện_nay	N	O	5	tmp
7	là	V	O	4	vmod
8	thuốc	N	O	7	vmod
9	Phụ_Khang_Tán	Np	O	8	nmod
10	,	CH	O	4	punct
11	Bài_thuốc	Np	O	8	nmod
12	từ	E	O	8	loc
13	Ích_mẫu	Np	O	12	pob
14	,	CH	O	4	punct
15	Trinh_nữ	N	O	11	nmod
16	hoàng_cung	N	O	15	nmod
17	,	CH	O	4	punct
18	Hoàng_Bá	Np	B-PER	15	nmod
19	…	CH	O	4	punct
1	Biện_pháp	N	O	6	adv
2	dân_gian	N	O	1	nmod
3	:	CH	O	6	punct
4	Dân_gian	N	O	6	sub
5	thường	R	O	6	adv
6	sử_dụng	V	O	0	root
7	thảo_dược	N	O	6	dob
8	tự_nhiên	A	O	7	nmod
9	như	C	O	7	coord
10	lá	N	O	9	conj
11	trầu	N	O	10	nmod
12	,	CH	O	10	punct
13	lá_lốt	N	O	10	nmod
14	,	CH	O	10	punct
15	chè_xanh	N	O	10	nmod
16	…	CH	O	6	punct
17	để	E	O	6	prp
18	đun	V	O	17	vmod
19	lấy	V	O	18	vmod
20	nước	N	O	19	dob
21	ngâm	V	O	20	nmod
22	rửa	V	O	21	vmod
23	,	CH	O	6	punct
24	xông_hơi	V	O	6	vmod
25	vùng	N	O	24	loc
26	kín	A	O	25	nmod
27	.	CH	O	6	punct
1	Các	L	O	2	det
2	biện_pháp	N	O	4	sub
3	này	P	O	2	det
4	giúp	V	O	0	root
5	loại	N	O	4	dob
6	bớt	V	O	4	vmod
7	khí_hư	N	O	6	dob
8	,	CH	O	4	punct
9	giúp	V	O	4	vmod
10	vùng	N	O	9	dob
11	kín	A	O	10	nmod
12	thông_thoáng	A	O	11	amod
13	hơn	R	O	12	amod
14	,	CH	O	4	punct
15	hỗ_trợ	V	O	4	vmod
16	giảm	V	O	15	vmod
17	viêm	N	O	16	dob
18	hiệu_quả	N	O	17	nmod
19	.	CH	O	4	punct
1	Cách	V	O	0	root
2	chữa	V	O	1	vmod
3	viêm	N	O	2	dob
4	cổ	N	O	3	nmod
5	tử_cung	N	O	3	nmod
6	nặng	A	O	3	nmod
7	Đối_với	E	O	2	iob
8	những	L	O	9	det
9	bệnh_nhân	N	O	7	pob
10	viêm	N	O	9	nmod
11	cổ	N	O	10	nmod
12	tử_cung	N	O	10	nmod
13	nặng	A	O	9	nmod
14	,	CH	O	9	punct
15	viêm	N	O	9	nmod
16	mãn_tính	N	O	15	nmod
17	,	CH	O	1	punct
18	tái_phát	V	O	1	vmod
19	thường_xuyên	A	O	18	vmod
20	,	CH	O	1	punct
21	bác_sĩ	N	O	23	sub
22	thường	R	O	23	adv
23	chỉ_định	V	O	1	dep
24	điều_trị	V	O	23	vmod
25	bằng	E	O	24	mnr
26	thuốc	N	O	25	pob
27	uống	V	O	26	nmod
28	kết_hợp	V	O	27	vmod
29	với	E	O	28	vmod
30	các	L	O	31	det
31	biện_pháp	N	O	29	pob
32	điều_trị	V	O	31	nmod
33	ngoại_khoa	N	O	32	dob
34	như	C	O	31	nmod
35	:	CH	O	24	punct
36	Đốt	V	O	24	vmod
37	điện	N	O	36	dob
38	,	CH	O	37	punct
39	laser	N	O	37	nmod
40	,	CH	O	1	punct
41	áp	V	O	1	vmod
42	lạnh	A	O	41	vmod
43	.	CH	O	1	punct
1	Các	L	O	2	det
2	biện_pháp	N	O	5	sub
3	ngoại_khoa	N	O	2	nmod
4	này	P	O	2	det
5	tác_động	V	O	0	root
6	trực_tiếp	A	O	5	vmod
7	đến	E	O	5	vmod
8	vùng	N	O	7	pob
9	mô	P	O	8	nmod
10	bị	V	O	5	vmod
11	viêm_nhiễm	V	O	10	vmod
12	,	CH	O	5	punct
13	loại_trừ	V	O	5	vmod
14	bệnh	N	O	13	dob
15	nhanh	A	O	14	nmod
16	chóng.Các	A	O	15	amod
17	phương_pháp	N	O	15	amod
18	ngoại_khoa	N	O	17	nmod
19	này	P	O	17	det
20	có_thể	R	O	21	adv
21	tiềm_ẩn	V	O	13	vmod
22	rủi_ro	A	O	21	vmod
23	nên	C	O	5	coord
24	người	N	O	26	sub
25	bệnh	N	O	24	nmod
26	cần	V	O	23	conj
27	cân_nhắc	V	O	26	vmod
28	kỹ_càng	A	O	27	vmod
29	và	Cc	O	26	coord
30	chỉ	R	O	31	adv
31	áp_dụng	V	O	29	conj
32	khi	N	O	31	tmp
33	bác_sĩ	N	O	34	sub
34	chỉ_định	V	O	32	nmod
35	.	CH	O	5	punct
1	Bên	N	O	9	adv
2	cạnh	N	O	1	nmod
3	việc	N	O	1	nmod
4	điều_trị	V	O	3	nmod
5	,	CH	O	9	punct
6	các	L	O	7	det
7	chị_em	N	O	9	sub
8	cũng	R	O	9	adv
9	cần	V	O	0	root
10	chú_ý	V	O	9	vmod
11	vệ_sinh	V	O	10	vmod
12	vùng	N	O	10	dob
13	kín	A	O	12	nmod
14	sạch_sẽ	A	O	13	amod
15	,	CH	O	10	punct
16	tránh	V	O	10	vmod
17	để	E	O	10	prp
18	vùng	N	O	20	sub
19	kín	A	O	18	nmod
20	tiếp_xúc	V	O	17	dep
21	với	E	O	20	vmod
22	các	L	O	23	det
23	tác_nhân	N	O	21	pob
24	hoá_học	N	O	23	nmod
25	dễ	A	O	23	nmod
26	kích_ứng	V	O	25	vmod
27	.	CH	O	9	punct
1	Đồng_thời	R	O	5	dep
2	,	CH	O	5	punct
3	người_bệnh	N	O	5	sub
4	cũng	R	O	5	adv
5	cần	V	O	0	root
6	chú_ý	V	O	5	vmod
7	đến	E	O	6	vmod
